,Unnamed: 0,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,Delta 15 N (o/oo),Delta 13 C (o/oo)
0,0,2,0.6560402684563759,0.8697674418604651,0.7835497835497836,0.5952380952380952,0,0.0,0.0
1,1,2,0.662751677852349,0.8093023255813953,0.8051948051948052,0.6031746031746031,0,8.94956,-24.69454
2,2,2,0.6761744966442953,0.8372093023255813,0.8441558441558441,0.5158730158730159,0,8.36821,-25.33302
3,3,2,0.0,0.0,0.0,0.0,0,0.0,0.0
4,4,2,0.615771812080537,0.8976744186046511,0.8354978354978355,0.5476190476190477,0,8.76651,-25.32426
5,5,2,0.6593959731543624,0.958139534883721,0.8225108225108225,0.5793650793650794,0,8.66496,-25.29805
6,6,2,0.6526845637583892,0.8279069767441861,0.7835497835497836,0.5753968253968254,0,9.18718,-25.21799
7,7,2,0.6577181208053692,0.9116279069767442,0.8441558441558441,0.7420634920634921,0,9.4606,-24.89958
8,8,2,0.5721476510067114,0.8418604651162791,0.8354978354978355,0.5515873015873016,0,0.0,0.0
9,9,2,0.7046979865771812,0.9395348837209302,0.8225108225108225,0.6746031746031746,0,9.13362,-25.09368
10,10,2,0.634228187919463,0.7953488372093024,0.8051948051948052,0.5238095238095238,0,8.63243,-25.21315
11,11,2,0.634228187919463,0.8046511627906977,0.7792207792207793,0.5873015873015873,0,0.0,0.0
12,12,2,0.6895973154362416,0.8186046511627908,0.7878787878787878,0.5079365079365079,0,0.0,0.0
13,13,2,0.6476510067114094,0.9860465116279069,0.8268398268398268,0.6031746031746031,0,0.0,0.0
14,14,2,0.5805369127516778,0.9813953488372094,0.8571428571428571,0.6984126984126984,0,8.55583,-25.22588
15,15,2,0.6140939597315437,0.8279069767441861,0.8008658008658008,0.5873015873015873,0,0.0,0.0
16,16,2,0.6493288590604027,0.8837209302325582,0.8441558441558441,0.5476190476190477,0,9.18528,-25.06691
17,17,2,0.7130872483221476,0.9627906976744186,0.8528138528138528,0.7142857142857143,0,8.67538,-25.13993
18,18,2,0.5771812080536912,0.855813953488372,0.7965367965367965,0.5277777777777778,0,8.47827,-25.23319
19,19,2,0.7718120805369127,1.0,0.8398268398268398,0.6666666666666666,0,9.11616,-24.77227
20,20,0,0.634228187919463,0.8511627906976744,0.7532467532467533,0.5396825396825397,0,8.73762,-25.09383
21,21,0,0.6325503355704698,0.8697674418604651,0.7792207792207793,0.5714285714285714,0,8.66271,-25.0639
22,22,0,0.6023489932885906,0.8930232558139535,0.8181818181818182,0.6031746031746031,0,9.22286,-25.03474
23,23,0,0.6409395973154363,0.8418604651162791,0.8008658008658008,0.626984126984127,0,8.43423,-25.22664
24,24,0,0.6510067114093959,0.7999999999999999,0.7792207792207793,0.6031746031746031,0,9.63954,-25.29856
25,25,0,0.5922818791946308,0.8790697674418604,0.8095238095238095,0.6031746031746031,0,9.21292,-24.3613
26,26,0,0.6812080536912752,0.8651162790697675,0.7922077922077922,0.5634920634920635,0,8.93997,-25.36288
27,27,0,0.6795302013422819,0.8325581395348837,0.8095238095238095,0.5079365079365079,0,8.08138,-25.49448
28,28,0,0.6359060402684563,0.8651162790697675,0.7445887445887446,0.5,0,8.38404,-25.19837
29,29,0,0.6795302013422819,0.8790697674418604,0.7792207792207793,0.626984126984127,0,8.90027,-25.11609
30,30,1,0.662751677852349,0.7767441860465116,0.7705627705627706,0.5158730158730159,0,9.69756,-25.11223
31,31,1,0.6241610738255035,0.8418604651162791,0.7705627705627706,0.6190476190476191,0,9.72764,-25.0102
32,32,1,0.662751677852349,0.8279069767441861,0.8138528138528138,0.5238095238095238,0,9.66523,-25.0602
33,33,1,0.686241610738255,0.8790697674418604,0.7965367965367965,0.6190476190476191,0,8.79665,-25.14591
34,34,1,0.610738255033557,0.7906976744186046,0.8441558441558441,0.5277777777777778,0,9.17847,-25.23061
35,35,1,0.6577181208053692,0.9813953488372094,0.8484848484848485,0.6587301587301587,0,9.15308,-25.03469
36,36,1,0.6510067114093959,0.9302325581395349,0.8225108225108225,0.626984126984127,0,9.18985,-25.12255
37,37,1,0.7080536912751678,0.8604651162790697,0.7792207792207793,0.5634920634920635,0,8.04787,-25.49523
38,38,1,0.6308724832214765,0.8976744186046511,0.7835497835497836,0.5238095238095238,0,9.41131,-25.04169
39,39,1,0.6677852348993288,0.8883720930232558,0.7965367965367965,0.7380952380952381,0,0.0,0.0
40,40,1,0.6124161073825504,0.8372093023255813,0.7878787878787878,0.5,0,9.68933,-24.4228
41,41,1,0.6845637583892616,0.855813953488372,0.8441558441558441,0.6190476190476191,0,0.0,0.0
42,42,1,0.6040268456375839,0.8604651162790697,0.8051948051948052,0.49206349206349204,0,9.50772,-25.03492
43,43,1,0.7399328859060403,0.9162790697674418,0.8484848484848485,0.6984126984126984,0,9.2372,-24.52698
44,44,1,0.6208053691275168,0.786046511627907,0.8008658008658008,0.47619047619047616,0,9.36392,-25.01745
45,45,1,0.6644295302013423,0.8744186046511628,0.8225108225108225,0.7301587301587301,0,9.49106,-24.10255
46,46,1,0.6895973154362416,0.8837209302325582,0.7878787878787878,0.5436507936507936,0,0.0,0.0
47,47,1,0.6291946308724832,0.8790697674418604,0.7748917748917749,0.4722222222222222,0,0.0,0.0
48,48,1,0.6040268456375839,0.8325581395348837,0.8225108225108225,0.5476190476190477,0,9.51784,-25.07683
49,49,1,0.709731543624161,0.9860465116279069,0.8268398268398268,0.6587301587301587,0,8.87988,-25.18543
50,50,0,0.6644295302013423,0.8232558139534883,0.8051948051948052,0.5555555555555556,0,8.46616,-26.12989
51,51,0,0.6728187919463088,0.8790697674418604,0.8138528138528138,0.6825396825396826,0,8.51362,-26.55602
52,52,0,0.587248322147651,0.8325581395348837,0.8225108225108225,0.5476190476190477,0,8.19539,-26.17213
53,53,0,0.7046979865771812,0.9069767441860465,0.8658008658008658,0.6428571428571429,0,8.48095,-26.3146
54,54,0,0.5788590604026845,0.8418604651162791,0.8095238095238095,0.4603174603174603,0,8.41837,-26.54718
55,55,0,0.6946308724832214,0.8651162790697675,0.8268398268398268,0.5873015873015873,0,8.35396,-26.27853
56,56,0,0.6543624161073825,0.813953488372093,0.8051948051948052,0.5634920634920635,0,8.57199,-26.07188
57,57,0,0.6812080536912752,0.8744186046511628,0.8354978354978355,0.6031746031746031,0,8.56674,-25.98843
58,58,0,0.6124161073825504,0.772093023255814,0.7835497835497836,0.4523809523809524,0,9.07878,-25.88156
59,59,0,0.6308724832214765,0.8883720930232558,0.8398268398268398,0.5952380952380952,0,9.108,-25.89677
60,60,0,0.5989932885906041,0.786046511627907,0.8008658008658008,0.5,0,8.96472,-26.40943
61,61,0,0.6929530201342281,0.9813953488372094,0.8441558441558441,0.6984126984126984,0,8.74802,-26.37809
62,62,0,0.6308724832214765,0.7906976744186046,0.8008658008658008,0.5714285714285714,0,8.58063,-26.21569
63,63,0,0.6895973154362416,0.8465116279069766,0.8311688311688312,0.6428571428571429,0,8.62264,-26.60023
64,64,0,0.610738255033557,0.7953488372093024,0.7965367965367965,0.4523809523809524,0,8.62623,-26.1165
65,65,0,0.697986577181208,0.8372093023255813,0.8311688311688312,0.626984126984127,0,8.85562,-26.09294
66,66,0,0.5956375838926175,0.7534883720930232,0.8441558441558441,0.5317460317460317,0,8.56192,-25.95541
67,67,0,0.6895973154362416,0.8883720930232558,0.8138528138528138,0.6507936507936508,0,8.71078,-25.81012
68,68,2,0.6023489932885906,0.772093023255814,0.8225108225108225,0.48412698412698413,0,8.47781,-26.07821
69,69,2,0.7013422818791946,0.9023255813953488,0.8571428571428571,0.7063492063492064,0,8.86853,-26.06209
70,70,2,0.5620805369127517,0.8837209302325582,0.8225108225108225,0.5714285714285714,0,7.88863,-26.63085
71,71,2,0.6661073825503356,0.855813953488372,0.8225108225108225,0.6190476190476191,0,9.29808,-25.23453
72,72,2,0.6644295302013423,0.7999999999999999,0.8484848484848485,0.5634920634920635,0,8.33524,-26.55351
73,73,2,0.7684563758389261,0.8790697674418604,0.8528138528138528,0.6587301587301587,0,8.18658,-26.45978
74,74,2,0.5956375838926175,0.813953488372093,0.8225108225108225,0.5873015873015873,0,8.70642,-26.15003
75,75,2,0.7181208053691275,0.8604651162790697,0.8441558441558441,0.6746031746031746,0,8.2993,-26.38986
76,76,2,0.686241610738255,0.7813953488372093,0.8268398268398268,0.5873015873015873,0,8.47257,-26.02002
77,77,2,0.6241610738255035,0.9023255813953488,0.7965367965367965,0.6190476190476191,0,8.3554,-26.44787
78,78,2,0.6073825503355705,0.7488372093023257,0.8095238095238095,0.5634920634920635,0,7.82381,-26.51382
79,79,2,0.7063758389261745,0.8883720930232558,0.8441558441558441,0.6349206349206349,0,9.05736,-25.81513
80,80,2,0.5805369127516778,0.7999999999999999,0.8181818181818182,0.5079365079365079,0,7.69778,-26.5387
81,81,2,0.7197986577181208,0.8186046511627908,0.8484848484848485,0.746031746031746,0,8.63259,-26.23027
82,82,2,0.615771812080537,0.8744186046511628,0.8095238095238095,0.6031746031746031,0,7.88494,-26.24837
